chr2R,19746943,19747076,5SrRNA:CR33405,-
chr2R,19746574,19746708,5SrRNA:CR33406,-
chr2R,19746201,19746335,5SrRNA:CR33407,-
chr2R,19745828,19745962,5SrRNA:CR33408,-
chr2R,19745462,19745596,5SrRNA:CR33409,-
chr2R,19745096,19745230,5SrRNA:CR33410,-
chr2R,19744720,19744854,5SrRNA:CR33411,-
chr2R,19744361,19744495,5SrRNA:CR33412,-
chr2R,19743995,19744129,5SrRNA:CR33413,-
chr2R,19743629,19743763,5SrRNA:CR33414,-
chr2R,19743253,19743387,5SrRNA:CR33415,-
chr2R,19742503,19742637,5SrRNA:CR33417,-
chr2R,19742137,19742271,5SrRNA:CR33418,-
chr2R,19741768,19741902,5SrRNA:CR33419,-
chr2R,19741406,19741540,5SrRNA:CR33420,-
chr2R,19741040,19741174,5SrRNA:CR33421,-
chr2R,19740664,19740798,5SrRNA:CR33422,-
chr2R,19740305,19740439,5SrRNA:CR33423,-
chr2R,19739936,19740070,5SrRNA:CR33424,-
chr2R,19739570,19739704,5SrRNA:CR33425,-
chr2R,19739194,19739328,5SrRNA:CR33426,-
chr2R,19738818,19738952,5SrRNA:CR33427,-
chr2R,19738452,19738586,5SrRNA:CR33428,-
chr2R,19738086,19738220,5SrRNA:CR33429,-
chr2R,19737724,19737858,5SrRNA:CR33430,-
chr2R,19737355,19737489,5SrRNA:CR33431,-
chr2R,19736986,19737120,5SrRNA:CR33432,-
chr2R,19736617,19736751,5SrRNA:CR33433,-
chr2R,19736248,19736382,5SrRNA:CR33434,-
chr2R,19735879,19736013,5SrRNA:CR33435,-
chr2R,19735510,19735644,5SrRNA:CR33436,-
chr2R,19735141,19735275,5SrRNA:CR33437,-
chr2R,19734772,19734906,5SrRNA:CR33438,-
chr2R,19734396,19734530,5SrRNA:CR33439,-
chr2R,19734037,19734171,5SrRNA:CR33440,-
chr2R,19733671,19733805,5SrRNA:CR33441,-
chr2R,19733288,19733422,5SrRNA:CR33442,-
chr2R,19732926,19733060,5SrRNA:CR33443,-
chr2R,19732550,19732684,5SrRNA:CR33444,-
chr2R,19732170,19732304,5SrRNA:CR33445,-
chr2R,19731768,19731902,5SrRNA:CR33446,-
chr2R,19731409,19731543,5SrRNA:CR33447,-
chr2R,19731043,19731177,5SrRNA:CR33448,-
chr2R,19730670,19730804,5SrRNA:CR33449,-
chr2R,19730304,19730438,5SrRNA:CR33450,-
chr2R,19729921,19730055,5SrRNA:CR33451,-
chr2R,19729562,19729696,5SrRNA:CR33452,-
chr3R,5376780,5377975,7B2,+
chr3R,6822498,6822796,7SLRNA:CR32864,+
chr3R,6820133,6820431,7SLRNA:CR42652,-
chr3L,19471656,19472228,825-Oak,-
chr2L,13019575,13021312,A16,-
chr2R,24139563,24157762,AANAT1,+
chr2L,6255859,6256822,AANATL2,+
chr2L,20024975,20025811,AANATL3,-
chr2R,19289109,19289852,AANATL4,+
chr2R,19284551,19285219,AANATL5,-
chr2R,19287983,19288995,AANATL6,+
chrX,2580958,2583823,AANATL7,+
chrX,21292308,21306665,ABCA,-
chr3L,1618414,1623413,ABCB7,+
chr4,184076,193829,ABCD,-
chr2R,7974115,7991862,ACC,-
chr2L,12921091,12925453,ACXA,+
chr2L,12916814,12921008,ACXB,+
chr2L,12912530,12916774,ACXC,+
chr3L,2237608,2243719,ACXD,+
chr2L,12925611,12929823,ACXE,+
chr2R,11970686,11977721,ADD1,+
chr2R,14929703,14934861,ADPS,-
chr2R,13171401,13174796,AGBE,+
chr2R,13943387,13958089,AGO1,-
chr3L,15554113,15561042,AGO2,+
chr3L,23554593,23689640,AGO3,+
chr2L,2151754,2155389,AIF,+
chr2R,8927014,8928105,AIMP1,-
chr3L,15583638,15585347,AIMP2,+
chr2R,23544024,23544901,AIMP3,+
chr3R,27696466,27700110,ALiX,-
chrX,1375536,1378896,AMPKalpha,+
chrX,13830741,13845866,AMPdeam,-
chr3R,15532137,15537292,AOX1,-
chr3R,15537713,15542414,AOX2,-
chr3R,15542748,15548188,AOX3,-
chr3R,15548628,15552833,AOX4,-
chrX,19731004,19734581,AP-1-2beta,+
chrX,9108691,9117744,AP-1gamma,+
chr3R,9557712,9559525,AP-1mu,-
chr3R,23958651,23962555,AP-1sigma,+
chr2L,408030,414777,AP-2alpha,-
chr3R,22462455,22464603,AP-2mu,+
chr3R,21269209,21270075,AP-2sigma,-
chr2R,17517261,17518186,APC10,-
chrX,9082931,9085867,APC4,+
chrX,6597088,6599699,APC7,+
chr3L,11098412,11100578,APP-BP1,+
chr2R,13212405,13214496,AQP,-
chrY,702430,704048,ARY,+
chr2R,21217856,21251150,ASPP,-
chr3R,9260638,9262590,ATP6AP2,+
chrX,11855022,11864754,ATP7,+
chr2R,13414978,13439051,ATP8A,-
chr3R,12068375,12090612,ATP8B,-
chr2R,15993531,16001290,ATPCL,-
chr3L,9729999,9731224,ATPsynB,+
chr3R,31216145,31219630,ATPsynC,-
chr3R,23355220,23356064,ATPsynCF6,-
chr3L,5011444,5012133,ATPsynCF6L,-
chr3R,19095000,19096271,ATPsynD,+
chr3R,14326947,14327735,ATPsynE,+
chr2R,24599088,24599821,ATPsynF,-
chr2L,10975522,10976399,ATPsynG,-
chr2L,7747275,7747874,ATPsynGL,+
chr3R,15265591,15266690,ATPsynO,+
chr4,1031484,1034917,ATPsynbeta,+
chr3L,16097834,16100088,ATPsynbetaL,+
chrX,10212970,10217393,ATPsyndelta,+
chr3R,10121773,10122320,ATPsynepsilonL,+
chr3R,29747704,29749163,ATPsyngamma,-
chrX,23106003,23108331,ATbp,+
chr2L,8445861,8449576,Aasdh,-
chr2L,6717625,6719389,Aatf,+
chr3R,16927212,16972236,Abd-B,-
chr3R,14119262,14122420,Abi,-
chr3L,16615866,16647882,Abl,-
chr3L,13483533,13486280,Abp1,-
chrX,15510877,15554278,Ac13E,-
chr2L,21632587,21647964,Ac3,+
chr3L,19939287,19977960,Ac76E,+
chr3L,21136447,21171930,Ac78C,-
chr3L,21270722,21280243,AcCoAS,-
chr3R,25811911,25813134,Acam,+
chr2L,8161796,8162452,Acbp1,-
chr3L,7131863,7133463,Acbp2,+
chr3L,7130874,7131505,Acbp3,+
chr3L,7127913,7128264,Acbp4,-
chr3L,8788144,8788545,Acbp5,-
chr3L,7128903,7129673,Acbp6,+
chr3R,13222951,13259517,Ace,-
chr2L,8521933,8525740,Acer,+
chr3R,31793981,31799799,Acf,+
chr2R,14420324,14424764,Achl,+
chr3L,4108186,4114157,Ack,+
chr2R,13142834,13152677,Ack-like,-
chr2L,19045355,19048817,Acn,+
chr2R,21389405,21392439,Acox57D-d,+
chr2R,21386309,21389276,Acox57D-p,+
chr2L,7740562,7741537,Acp1,-
chr2L,3693184,3693905,Acp24A4,-
chr2L,5892883,5893896,Acp26Aa,-
chr2L,5892298,5892862,Acp26Ab,-
chr2L,8392456,8393222,Acp29AB,-
chr2L,11015620,11016571,Acp32CD,+
chr2L,11591339,11591678,Acp33A,-
chr2L,18356047,18359026,Acp36DE,-
chr2R,16747834,16748590,Acp53C14a,-
chr2R,16748815,16749460,Acp53C14b,-
chr2R,16750776,16751495,Acp53C14c,-
chr2R,16749803,16750335,Acp53Ea,-
chr2R,17133445,17133750,Acp54A1,+
chr3L,2739750,2740228,Acp62F,+
chr3L,3815839,3816354,Acp63F,-
chr3L,6152050,6152745,Acp65Aa,-
chr3L,19050757,19052026,Acp76A,-
chr3R,24228975,24229279,Acp95EF,+
chr3R,27694883,27695057,Acp98AB,+
chr3R,29991144,29993411,Acph-1,-
chr2R,8665813,8683022,Acsl,+
chr2R,6013910,6015689,Act42A,-
chr2R,20944021,20946431,Act57B,+
chrX,5900861,5905399,Act5C,+
chr3L,21985210,21987190,Act79B,+
chr3R,13425983,13428375,Act87E,+
chr3R,15439969,15442177,Act88F,+
chr4,1077331,1084796,Actbeta,-
chrX,2023822,2042311,Actn,-
chr3R,16975885,16977795,Actn3,-
chr2L,13912083,13912652,Acyp,+
chr3R,15792688,15793487,Acyp2,+
chr3R,17018780,17021120,AdSL,-
chr3R,20824667,20830580,AdSS,-
chr3R,9065183,9066303,Ada,+
chr2L,11996809,11997965,Ada1-1,+
chr2L,11992902,11994054,Ada1-2,+
chr3R,18252843,18255487,Ada2a,-
chr3R,8236632,8240515,Ada2b,-
chrX,18085761,18088418,Ada3,+
chr3R,15442246,15476193,AdamTS-A,-
chrX,5698557,5708633,AdamTS-B,+
chrX,1773725,1788065,Adar,+
chr2L,13808360,13811474,Adat1,-
chr2R,24611703,24613906,Adck1,+
chr3L,11169817,11172411,Adck5,+
chr3L,13019715,13022688,AdenoK,-
chr2R,6662265,6668085,Adf1,+
chr3L,17751731,17764158,Adgf-A,-
chr3L,17754936,17764158,Adgf-A2,-
chr3L,17748833,17750588,Adgf-B,-
chr3R,13706757,13709129,Adgf-C,+
chr3R,13703084,13705402,Adgf-D,-
chr2R,14656798,14658755,Adgf-E,-
chr2L,14615552,14618902,Adh,+
chr2L,14615552,14618902,Adhr,+
chr3L,10663376,10664435,Adi1,+
chr3R,22543693,22547846,AdipoR,-
chr3L,12200322,12204082,Adk1,-
chr2R,24024207,24025877,Adk2,+
chr3R,10887345,10889588,Adk3,-
chr3R,30134856,30149606,AdoR,-
chr3R,9332064,9334714,Aduk,-
chr2R,7243024,7245776,Ady43A,-
chr3L,9763544,9786466,Ae2,+
chr3L,21433422,21438639,Aef1,+
chr3R,14320191,14326689,Afti,-
chrX,14784664,14786551,Ag5r,-
chrX,14782962,14784052,Ag5r2,-
chrX,5814864,5815820,AgmNAT,-
chrX,12765266,12772851,Agpat1,+
chr2L,8449691,8463994,Agpat2,-
chr3L,16381772,16385957,Agpat3,-
chr3L,16378974,16381570,Agpat4,-
chrX,15450261,15453167,Ahcy,+
chr3L,2768466,2772325,AhcyL1,-
chr3R,16978439,16982158,AhcyL2,-
chr2R,12569014,12569847,Ak6,-
chr2L,8415690,8431297,Akap200,+
chr3L,4141467,4142070,Akh,+
chr2L,6711286,6716186,AkhR,-
chr3L,11620535,11624381,Akr1B,-
chr3R,16099228,16105670,Akt1,+
chr2L,8378262,8381764,AlaRS,-
chr3L,5146098,5149852,AlaRS-m,+
chrX,9273413,9275653,Aladin,+
chr2R,23964772,23966757,Alas,+
chr3R,26254069,26261591,Ald1,-
chr3R,26414088,26416192,Ald2,+
chr2L,9387389,9391567,Aldh,+
chr2R,7466879,7477162,Aldh-III,-
chr3L,19266473,19268913,Aldh7A1,-
chr3R,3623143,3627690,Alg-2,+
chr3R,17809401,17811134,Alg1,-
chr3L,11164971,11166620,Alg10,+
chr3L,21625806,21628571,Alg11,+
chrX,15472164,15472859,Alg14,+
chr3L,3143808,3145284,Alg2,+
chr2R,23705439,23709792,Alg3,-
chr3R,25221589,25224118,Alg9,+
chr3R,7094596,7124185,Alh,-
chr2R,16625293,16640011,Alk,-
chrX,15858134,15859487,AlkB,-
chr3L,21442227,21444819,Alp1,-
chr3L,5592741,5595272,Alp10,-
chrX,15587733,15589365,Alp11,+
chr2L,19424050,19429224,Alp12,+
chr3R,10073821,10075373,Alp13,-
chr2R,22206005,22207987,Alp2,-
chr3R,31048929,31052540,Alp4,+
chr3R,21005160,21006990,Alp5,-
chr2R,9561638,9563871,Alp6,+
chr2R,22203694,22205593,Alp7,-
chr2R,22208464,22210765,Alp8,-
chr3L,5595542,5597422,Alp9,+
chrX,19748314,19750167,Alr,+
chr3L,21674394,21679755,Als2,-
chr3R,6762593,6765261,Ama,+
chr2L,20750934,20752341,Amacr,-
chr2L,287252,289144,Amnionless,-
chr2R,12593604,12612068,Amph,+
chr3R,15247163,15249137,Amt,-
chrX,11710120,11715565,Amun,-
chr2R,17124764,17126369,Amy-d,+
chr2R,17118636,17120303,Amy-p,-
chr2R,16651095,16652699,Amyrel,-
chr2L,13905645,13909212,Ance,+
chr2L,13909333,13911719,Ance-2,+
chr2L,13914725,13956188,Ance-3,+
chr2R,9039728,9042142,Ance-4,-
chr2R,24888628,24891023,Ance-5,-
chrX,18178526,18179472,Andorra,-
chr4,115074,129849,Ank,-
chr3L,7655389,7718395,Ank2,-
chrX,17571854,17579229,Ankle2,-
chr3R,30209948,30210382,Anp,+
chrX,10778954,10786907,Ant2,-
chr3R,6896253,6999228,Antp,-
chrX,20171445,20173514,AnxB10,-
chrX,16416958,16422265,AnxB11,-
chr3R,21065241,21070917,AnxB9,+
chr3R,12432533,12433822,Aos1,-
chr3R,28832301,28844748,Apc,-
chr3R,24163966,24168264,Apc2,+
chr2L,16908229,16910418,ApepP,-
chr2L,9938178,9938790,Apf,-
chr3L,16595181,16600459,Apl,+
chr3L,1196317,1199339,Aplip1,+
chr2L,9634179,9656026,Apoltp,+
chrX,530501,579044,Appl,+
chr3L,1883795,1885019,Aprt,-
chr3L,10894776,10899123,Aps,-
chr2R,14357927,14360297,Arc1,-
chr2R,14361924,14362825,Arc2,+
chr3R,19877737,19879309,Arc42,+
chr3R,21661186,21662972,Archease,-
chr4,1124167,1125325,Arf102F,+
chr2R,15322501,15325490,Arf51F,+
chr3L,22868380,22872231,Arf79F,-
chr3L,12415026,12417580,ArfGAP1,-
chr3L,22714313,22717577,ArfGAP3,-
chr3R,11232429,11235013,Arfip,-
chrX,9107069,9108354,Arfrp1,+
chrX,15841769,15844145,ArgRS,-
chr3R,7887045,7890150,ArgRS-m,+
chr3L,9048781,9066027,Argk,-
chr2L,8939725,8942105,Argl,-
chr3L,15983135,15984362,Arl1,+
chr3R,8341100,8341872,Arl2,+
chr4,177348,179389,Arl4,-
chr3L,8298501,8299839,Arl5,-
chr2R,19444179,19445058,Arl6,+
chr3R,16643605,16645171,Arl6IP1,+
chr3R,8126605,8129835,Arl8,+
chr3R,12691743,12694232,Arp1,+
chrX,19644531,19646176,Arp10,-
chrX,16548290,16553968,Arp2,-
chr3L,8113407,8115902,Arp3,-
chr3R,18185498,18187875,Arp5,+
chr2R,16774246,16775676,Arp53D,+
chrX,15735774,15737120,Arp6,-
chrX,17858379,17860800,Arp8,-
chr2L,13827941,13829741,Arpc1,-
chr2L,20417057,20423027,Arpc2,+
chr3R,15834648,15836021,Arpc3A,+
chrX,17104571,17105852,Arpc3B,-
chr2L,6125132,6125911,Arpc4,+
chr2L,2580292,2581423,Arpc5,+
chr2L,18078269,18081307,Arr1,+
chr3L,8647261,8648936,Arr2,-
chr2R,6080828,6085625,Ars2,-
chr3R,10786481,10788226,Art1,-
chr2L,4277696,4281324,Art2,-
chr3R,15227605,15229408,Art3,-
chr3R,9982816,9986060,Art4,-
chr3R,13944654,13945812,Art6,-
chr2R,23076688,23079038,Art7,-
chr2L,11009821,11011086,Art8,-
chr3R,13942238,13943460,Art9,-
chr3L,16603053,16608146,Arts,+
chr3L,21528218,21529333,Arv1,-
chr2R,8114286,8123001,Asap,-
chr4,469409,488994,Asator,-
chr3L,3163786,3166250,Asciz,-
chr3R,19879719,19886030,Ask1,+
chr2L,19129469,19131954,AsnRS,-
chr2R,17001994,17003599,AsnRS-m,+
chr3L,21173118,21174973,AsnS,+
chr2R,12877004,12883168,AspRS,+
chr2L,16827078,16832093,AspRS-m,+
chr2R,16110331,16116996,Asph,+
chr3R,6642262,6644434,Ass,-
chr3R,24760530,24765071,AstA,-
chrX,3574536,3666724,AstA-R1,+
chr3R,28737109,28744782,AstA-R2,-
chr2L,11076165,11081399,AstC,-
chr3L,18560258,18576326,AstC-R1,+
chr3L,18485137,18502557,AstC-R2,-
chr2L,11083459,11085229,AstCC,-
chr2R,14503958,14512493,Asx,+
chr2L,6959099,6960328,Atac1,-
chr2L,18609576,18612249,Atac2,-
chr3L,324985,327992,Atac3,-
chr2R,20254966,20257390,Ate1,-
chr2L,4333913,4345776,Atet,+
chr2R,24870108,24871509,Atf-2,+
chrX,1242740,1275284,Atf3,-
chr2R,5144733,5154756,Atf6,+
chr3L,12784429,12805116,Atg1,-
chr2R,7832171,7835518,Atg10,+
chrX,18791668,18793517,Atg101,+
chr3L,12136967,12137559,Atg12,+
chr3R,8349815,8352817,Atg13,+
chr3R,29116391,29118390,Atg14,+
chr3R,29827281,29835101,Atg16,-
chr3R,5669713,5679930,Atg17,+
chr3L,8186857,8191118,Atg18a,+
chr2L,21212322,21220572,Atg18b,-
chr3L,2774338,2780677,Atg2,+
chr3L,18748687,18750483,Atg3,+
chr2L,1080911,1085380,Atg4a,+
chr3R,15353720,15356924,Atg4b,-
chrX,7314622,7323770,Atg5,-
chr3R,24049180,24050782,Atg6,-
chr2R,18620466,18625044,Atg7,-
chrX,10764878,10768338,Atg8a,-
chr3R,17724410,17725063,Atg8b,-
chr2R,16294400,16297232,Atg9,+
chr3L,21640995,21642599,Atox1,+
chr3R,20948714,20976239,Atpalpha,+
chr2R,14747362,14748215,AttA,+
chr2R,14749223,14750165,AttB,+
chr2R,13393705,13394667,AttC,+
chr3R,17625268,17626086,AttD,+
chr3R,5613358,5615939,Atu,+
chrX,6823204,6824203,Atx-1,+
chr3R,15408423,15417277,Atx2,+
chr2L,2375841,2380506,Atxn7,+
chrX,12628370,12629640,Aven,-
chr3L,3846206,3861692,Awh,+
chr3R,30022842,30035311,Axn,+
chrX,16680089,16683895,Axs,-
chr2L,2365345,2370137,Axud1,+
chrX,17397478,17403278,B-H1,+
chrX,17314581,17324175,B-H2,+
chr2L,13500624,13549328,B4,-
chr3R,13661311,13666891,B52,+
chr3R,15481906,15482904,B9d1,+
chr2L,6127872,6130651,B9d2,-
chr3R,9404385,9407857,BBIP1,+
chr3L,7125905,7128118,BBS1,+
chr2R,11135923,11139315,BBS4,+
chr3R,4816318,4817776,BBS5,+
chr2L,422873,425321,BBS8,+
chr2R,21341972,21345608,BBS9,+
chr3R,27921283,27922356,BCAS2,-
chrX,9356634,9358594,BCL7-like,+
chr2R,14770469,14772630,BEAF-32,+
chr2L,4641296,4642872,BG642163,+
chr3R,25806445,25806961,BG642167,+
chr3L,6232469,6233381,BG642312,-
chr3L,7238542,7240245,BHD,+
chr3L,8307145,8308941,BI-1,-
chr3R,27938245,27942778,BOD1,+
chrX,11871299,11872779,BORCS5,-
chr3L,540851,542147,BORCS6,+
chr2R,20550334,20552090,BORCS7,-
chr3R,24319000,24328619,BRWD3,+
chrX,10768537,10772154,BTBD9,+
chr2L,2752445,2757975,Bacc,+
chr2L,8494893,8496307,Bace,-
chr2R,12872787,12875012,Balat,-
chr3L,16648442,16661615,Baldspot,-
chrX,9149309,9151976,Bap111,+
chr2R,6636512,6642358,Bap170,+
chr2R,17429353,17430963,Bap55,-
chrX,13157445,13159508,Bap60,-
chr3R,21117857,21118856,Bdbt,-
chr2L,13371427,13373890,Bdp1,-
chr2L,2988116,2990075,Bem46,+
chr3R,10161464,10170487,Best1,-
chr3L,6245933,6256665,Best2,-
chr3L,15300915,15302785,Best3,-
chr3L,15298958,15300942,Best4,+
chr3L,19261394,19262437,Bet1,+
chr3L,9438482,9442267,Bet3,-
chr3R,30180232,30181486,Bet5,+
chr3L,1639711,1640952,Bgb,+
chr2L,16042047,16048757,BicC,+
chr2L,17459605,17473215,BicD,-
chr3R,14663450,14664822,BigH1,+
chr3R,25131306,25136709,Bili,+
chr3R,16186156,16189564,Bin1,-
chr2L,9895287,9896104,Bka,+
chr3L,5630983,5652094,Blimp-1,+
chr3R,11736810,11741783,Blm,-
chr2R,14601278,14602010,Blos1,+
chr3L,11061571,11062215,Blos2,+
chr3L,18870224,18870897,Blos3,+
chr3L,10879085,10880188,Blos4,+
chr3L,11720934,11728118,Bmcp,+
chr3L,22901912,22905470,BoYb,+
chr3L,14945499,14946125,BobA,-
chr2R,18382704,18383235,BomBc1,-
chr2R,18384824,18385589,BomBc2,-
chr3R,22087075,22088501,BomBc3,+
chr2R,18383949,18384378,BomS1,+
chr2R,18386602,18387030,BomS2,+
chr2R,18387895,18388734,BomS3,+
chr2R,18384567,18384911,BomS4,+
chr2R,18389959,18390242,BomS5,+
chr2R,18390353,18390629,BomS6,-
chr2R,18381393,18381844,BomT1,-
chr2R,18388995,18389443,BomT2,+
chr3R,22085374,22086397,BomT3,-
chr2R,9092506,9094658,Boot,-
chr2R,7272275,7278101,Br140,-
chr2R,24526172,24529581,Brca2,+
chr3L,14972667,14973198,Brd,+
chr3R,29223485,29226276,Brd8,+
chr3L,5789831,5794192,Bre1,-
chr3R,17374833,17391337,Brf,-
chrX,12907986,12909622,Brms1,-
chr3L,1647869,1648612,Bro,+
chr3R,10312039,10331353,Bruce,-
chr2L,8083420,8116531,Bsg,+
chr2L,4683052,4684461,Bsg25A,-
chr2L,5271728,5278548,Bsg25D,-
chr3L,3148646,3158408,BtbVII,+
chrX,13612131,13613228,BthD,+
chr2L,8258373,8301079,Btk29A,-
chrX,6217268,6219327,Btnd,-
chr2L,16743405,16753704,BuGZ,+
chr2L,5278865,5283283,Bub1,+
chr3R,29674007,29675421,Bub3,-
chr2R,5969099,5974385,BubR1,-
chr2R,11679492,11688557,Buffy,+
chr2L,10429920,10430918,Bug22,-
chr3R,21769518,21770279,Burs,+
chrX,18515428,18572809,Bx,+
chrX,9103870,9106604,Bx42,-
chr3R,21499986,21512814,C15,+
chr2L,8943455,8951216,C1GalTA,-
chrX,6780790,6803593,C3G,-
chrX,10964032,10967134,C901,-
chr2L,13803626,13809994,CAH1,+
chr2R,10725270,10727272,CAH13,+
chr2R,20863781,20867076,CAH14,+
chr2R,20909704,20910801,CAH15,+
chr3R,31260247,31261667,CAH16,+
chr3L,12177601,12183347,CAH2,+
chrX,8681252,8688760,CAH3,+
chr3R,24856383,24857559,CAH4,-
chr3R,31262598,31263878,CAH5,+
chr3R,31257599,31260049,CAH6,+
chr3R,10112237,10120081,CAH7,+
chr3R,22386489,22389714,CAH8,-
chr3R,27102988,27106184,CAH9,-
chr3R,8980860,8982793,CAHbeta,+
chr2R,10269016,10307024,CAP,+
chrX,7826197,7842679,CARPA,+
chrX,9783223,9855449,CARPB,+
chr3R,21783400,21822674,CASK,-
chrX,7337352,7342731,CBP,+
chr3R,22700582,22702084,CCAP,-
chr3R,25923499,25956270,CCAP-R,-
chr3L,11881384,11883546,CCDC151,+
chr2L,8041106,8041879,CCDC53,+
chr3R,14092504,14096835,CCHa1,-
chr2R,17646848,17665068,CCHa1-R,-
chr3R,13389059,13395197,CCHa2,-
chr2R,6050949,6068680,CCHa2-R,+
chrX,18707494,18726572,CCKLR-17D1,-
chrX,18764483,18774027,CCKLR-17D3,-
